#   indx         mu         mg         mr         mi         mz          Mr
#
   54511 2.057230e+01 1.850232e+01 1.751332e+01 1.716965e+01 1.681322e+01 -2.017719e+01
   54513 1.934243e+01 1.805068e+01 1.709714e+01 1.672726e+01 1.649922e+01 -2.066306e+01
   54514 1.989012e+01 1.824960e+01 1.731907e+01 1.692062e+01 1.663721e+01 -2.035273e+01
   54519 1.970033e+01 1.852747e+01 1.758993e+01 1.720211e+01 1.691026e+01 -2.008227e+01
   54522 1.950348e+01 1.803815e+01 1.714694e+01 1.679434e+01 1.652805e+01 -2.055222e+01
   54526 1.817404e+01 1.699708e+01 1.615033e+01 1.575842e+01 1.553093e+01 -2.155268e+01
   54532 1.933635e+01 1.777272e+01 1.686715e+01 1.649573e+01 1.620581e+01 -2.087265e+01
   54533 1.962122e+01 1.816143e+01 1.728434e+01 1.691541e+01 1.662279e+01 -2.043121e+01
   54535 1.901551e+01 1.760270e+01 1.682059e+01 1.644844e+01 1.614446e+01 -2.083576e+01
   54551 1.906684e+01 1.726805e+01 1.672813e+01 1.643808e+01 1.624177e+01 -2.076872e+01
   54558 1.877885e+01 1.722897e+01 1.631472e+01 1.592096e+01 1.570229e+01 -2.136864e+01
   54561 1.981558e+01 1.834627e+01 1.739059e+01 1.698638e+01 1.671191e+01 -2.030999e+01
   54612 1.999165e+01 1.849537e+01 1.754045e+01 1.716198e+01 1.690962e+01 -2.015904e+01
   54631 1.920963e+01 1.815968e+01 1.760962e+01 1.727529e+01 1.712029e+01 -2.009132e+01
   54637 1.913706e+01 1.801311e+01 1.735825e+01 1.693901e+01 1.669275e+01 -2.034600e+01
   54666 1.895120e+01 1.777879e+01 1.703969e+01 1.665376e+01 1.629401e+01 -2.052860e+01
   54670 1.862756e+01 1.785083e+01 1.738823e+01 1.692368e+01 1.673487e+01 -2.016776e+01
   54814 2.030107e+01 1.901812e+01 1.746576e+01 1.747276e+01 1.694529e+01 -2.004821e+01
   54823 1.874175e+01 1.719101e+01 1.665170e+01 1.632997e+01 1.628272e+01 -2.103038e+01
   54825 1.923771e+01 1.783757e+01 1.720856e+01 1.692474e+01 1.682151e+01 -2.046531e+01
   54826 1.891784e+01 1.718726e+01 1.623495e+01 1.585987e+01 1.552469e+01 -2.144272e+01
   54842 1.970228e+01 1.762293e+01 1.669053e+01 1.634122e+01 1.596548e+01 -2.106385e+01
   54849 2.022864e+01 1.787498e+01 1.688148e+01 1.647760e+01 1.612320e+01 -2.058048e+01
   54850 1.952755e+01 1.748448e+01 1.655174e+01 1.618476e+01 1.583910e+01 -2.090541e+01
   55101 1.837621e+01 1.764912e+01 1.721819e+01 1.693090e+01 1.701812e+01 -2.009202e+01
   55131 1.870408e+01 1.758605e+01 1.688642e+01 1.655534e+01 1.629631e+01 -2.084933e+01
   55134 1.931832e+01 1.808095e+01 1.763192e+01 1.724740e+01 1.703906e+01 -2.008278e+01
   55135 1.958659e+01 1.826839e+01 1.747308e+01 1.702767e+01 1.678481e+01 -2.027709e+01
   55136 1.958959e+01 1.804067e+01 1.733229e+01 1.691724e+01 1.663898e+01 -2.041776e+01
   55138 1.948301e+01 1.836578e+01 1.755886e+01 1.713263e+01 1.690495e+01 -2.018659e+01
   55143 1.989426e+01 1.813342e+01 1.755935e+01 1.722639e+01 1.702712e+01 -2.017251e+01
   55144 1.953586e+01 1.820721e+01 1.754527e+01 1.707215e+01 1.687586e+01 -1.988586e+01
   55156 1.940162e+01 1.791760e+01 1.687266e+01 1.638018e+01 1.602287e+01 -2.079965e+01
   55190 1.959921e+01 1.817954e+01 1.740097e+01 1.693544e+01 1.673271e+01 -2.035866e+01
   55196 2.065162e+01 1.839058e+01 1.759391e+01 1.715928e+01 1.676376e+01 -1.998043e+01
   55207 1.918240e+01 1.781805e+01 1.707446e+01 1.663769e+01 1.653568e+01 -2.054825e+01
   55286 1.882812e+01 1.763324e+01 1.693246e+01 1.658972e+01 1.651038e+01 -2.045454e+01
   55304 1.928067e+01 1.818916e+01 1.761601e+01 1.720420e+01 1.774705e+01 -1.977090e+01
   55314 1.804924e+01 1.718670e+01 1.687759e+01 1.652771e+01 1.656477e+01 -2.047147e+01
   55326 1.876320e+01 1.751329e+01 1.688854e+01 1.640448e+01 1.626824e+01 -2.058163e+01
   55331 1.873631e+01 1.750815e+01 1.690430e+01 1.655219e+01 1.637009e+01 -2.052921e+01
   55352 1.820800e+01 1.707558e+01 1.654314e+01 1.623557e+01 1.621932e+01 -2.099578e+01
   55362 1.909587e+01 1.806025e+01 1.735373e+01 1.698086e+01 1.682051e+01 -2.016300e+01
   55365 1.896407e+01 1.742702e+01 1.675336e+01 1.644941e+01 1.630703e+01 -2.079446e+01
   55405 1.897059e+01 1.720747e+01 1.627139e+01 1.585510e+01 1.559828e+01 -2.140549e+01
   55411 1.980591e+01 1.798411e+01 1.705625e+01 1.661860e+01 1.635727e+01 -2.061625e+01
   55425 1.873635e+01 1.763843e+01 1.694453e+01 1.657179e+01 1.647250e+01 -2.075201e+01
   55430 1.954749e+01 1.829564e+01 1.745181e+01 1.704419e+01 1.689114e+01 -2.025622e+01
   55453 1.997377e+01 1.812047e+01 1.711988e+01 1.666111e+01 1.639674e+01 -2.053777e+01
   55457 1.867642e+01 1.718742e+01 1.630235e+01 1.588389e+01 1.577610e+01 -2.130800e+01
   55458 1.947481e+01 1.784862e+01 1.707328e+01 1.670528e+01 1.655722e+01 -2.051616e+01
   55462 1.890944e+01 1.805329e+01 1.755298e+01 1.723463e+01 1.731700e+01 -2.003648e+01
   55466 1.818363e+01 1.743710e+01 1.702669e+01 1.665137e+01 1.671801e+01 -2.069654e+01
   55469 2.047288e+01 1.860531e+01 1.762524e+01 1.717019e+01 1.704962e+01 -1.986417e+01
   55472 1.842437e+01 1.764208e+01 1.726982e+01 1.694942e+01 1.698472e+01 -2.045698e+01
   55479 1.919365e+01 1.782646e+01 1.711368e+01 1.693007e+01 1.671618e+01 -2.018816e+01
   55534 2.097008e+01 1.846889e+01 1.752159e+01 1.708943e+01 1.681032e+01 -2.013857e+01
   55551 1.920926e+01 1.775374e+01 1.678528e+01 1.633392e+01 1.608107e+01 -2.089747e+01
   55557 1.896540e+01 1.797772e+01 1.730832e+01 1.695013e+01 1.690167e+01 -2.038781e+01
   55563 1.922921e+01 1.799643e+01 1.731341e+01 1.700741e+01 1.689138e+01 -2.038331e+01
   55567 1.863950e+01 1.748786e+01 1.688096e+01 1.650147e+01 1.649489e+01 -2.083294e+01
   55577 1.947336e+01 1.821652e+01 1.729555e+01 1.678395e+01 1.665900e+01 -2.043532e+01
   55643 2.004507e+01 1.815151e+01 1.725274e+01 1.689372e+01 1.652719e+01 -2.041787e+01
   55644 1.928396e+01 1.800067e+01 1.715681e+01 1.678483e+01 1.653143e+01 -2.052989e+01
   55648 1.937980e+01 1.813758e+01 1.763275e+01 1.725994e+01 1.726164e+01 -2.006061e+01
   55655 1.998192e+01 1.844378e+01 1.751402e+01 1.714312e+01 1.688402e+01 -2.017986e+01
   55658 1.953304e+01 1.775155e+01 1.684252e+01 1.645272e+01 1.618581e+01 -2.084841e+01
   55661 2.024427e+01 1.807487e+01 1.717579e+01 1.680862e+01 1.655064e+01 -2.052104e+01
   55662 1.880337e+01 1.779081e+01 1.713634e+01 1.680035e+01 1.667254e+01 -2.037796e+01
   55663 1.986317e+01 1.838098e+01 1.758858e+01 1.714981e+01 1.699383e+01 -2.002495e+01
   55711 1.950915e+01 1.784940e+01 1.701298e+01 1.655081e+01 1.630170e+01 -2.067951e+01
   55734 1.970871e+01 1.831716e+01 1.738922e+01 1.698648e+01 1.670269e+01 -2.034437e+01
   55744 2.023225e+01 1.807229e+01 1.715790e+01 1.677244e+01 1.642379e+01 -2.055071e+01
   55745 1.975885e+01 1.811810e+01 1.720380e+01 1.680827e+01 1.649656e+01 -2.051800e+01
   55746 1.862980e+01 1.701918e+01 1.621632e+01 1.581395e+01 1.571399e+01 -2.150849e+01
   55748 1.958124e+01 1.809188e+01 1.726295e+01 1.680836e+01 1.642113e+01 -2.046803e+01
   55750 1.999459e+01 1.793663e+01 1.740426e+01 1.705363e+01 1.670971e+01 -2.030935e+01
   55816 1.866386e+01 1.729796e+01 1.654345e+01 1.614158e+01 1.597994e+01 -2.102582e+01
   55885 1.992018e+01 1.851512e+01 1.764942e+01 1.723261e+01 1.695372e+01 -2.011199e+01
   55919 1.920381e+01 1.726535e+01 1.631521e+01 1.588805e+01 1.555490e+01 -2.102539e+01
   55921 1.945127e+01 1.794398e+01 1.718305e+01 1.681163e+01 1.658221e+01 -2.042715e+01
   56015 1.743148e+01 1.632665e+01 1.571759e+01 1.543851e+01 1.531269e+01 -2.197709e+01
   56028 1.792632e+01 1.670800e+01 1.598789e+01 1.567242e+01 1.549717e+01 -2.132142e+01
   56036 1.868889e+01 1.776164e+01 1.731851e+01 1.711135e+01 1.698770e+01 -2.001438e+01
   56049 1.893093e+01 1.786130e+01 1.725456e+01 1.696424e+01 1.689109e+01 -2.005715e+01
   56054 1.955555e+01 1.789547e+01 1.702081e+01 1.657661e+01 1.634213e+01 -2.028910e+01
   56059 2.024313e+01 1.825956e+01 1.749613e+01 1.730043e+01 1.684507e+01 -1.981764e+01
   56060 1.939900e+01 1.727420e+01 1.630092e+01 1.589993e+01 1.560928e+01 -2.101929e+01
   56063 1.880170e+01 1.800436e+01 1.750391e+01 1.729022e+01 1.691506e+01 -2.020112e+01
   56074 1.924555e+01 1.787849e+01 1.741746e+01 1.724325e+01 1.701497e+01 -2.021729e+01
   56082 1.877324e+01 1.758200e+01 1.712554e+01 1.691452e+01 1.666256e+01 -2.046103e+01
   56090 1.921869e+01 1.745514e+01 1.681396e+01 1.646431e+01 1.636133e+01 -2.061113e+01
   56091 2.061247e+01 1.839494e+01 1.746539e+01 1.705343e+01 1.678162e+01 -1.995778e+01
   56092 1.861235e+01 1.754371e+01 1.690725e+01 1.660434e+01 1.637562e+01 -2.040603e+01
   56100 2.038937e+01 1.855712e+01 1.763025e+01 1.725327e+01 1.690599e+01 -1.978044e+01
   56116 1.882310e+01 1.780501e+01 1.721126e+01 1.686228e+01 1.666871e+01 -2.045970e+01
   56126 1.961849e+01 1.811170e+01 1.737837e+01 1.696986e+01 1.683798e+01 -2.022425e+01
   56149 1.975304e+01 1.809051e+01 1.713478e+01 1.676643e+01 1.646755e+01 -2.051844e+01
   56209 1.868246e+01 1.771951e+01 1.713095e+01 1.678200e+01 1.676508e+01 -2.052190e+01
   56221 1.914275e+01 1.756260e+01 1.677099e+01 1.640373e+01 1.614182e+01 -2.080436e+01
   56222 1.952297e+01 1.849106e+01 1.761822e+01 1.729030e+01 1.704636e+01 -1.993104e+01
   56224 1.849443e+01 1.715946e+01 1.648406e+01 1.616950e+01 1.582436e+01 -2.088794e+01
   56244 1.958459e+01 1.787987e+01 1.690386e+01 1.651547e+01 1.619325e+01 -2.081975e+01
   56262 2.001286e+01 1.827363e+01 1.734636e+01 1.686474e+01 1.656121e+01 -1.996514e+01
   56263 1.991796e+01 1.845662e+01 1.756218e+01 1.714785e+01 1.690487e+01 -1.977991e+01
   56266 2.007664e+01 1.813260e+01 1.719232e+01 1.679910e+01 1.649257e+01 -2.013491e+01
   56268 1.957157e+01 1.808470e+01 1.724232e+01 1.682055e+01 1.656531e+01 -2.006380e+01
   56270 1.987123e+01 1.849221e+01 1.762135e+01 1.716887e+01 1.688110e+01 -1.969260e+01
   56273 1.797374e+01 1.653098e+01 1.580191e+01 1.542592e+01 1.515081e+01 -2.151492e+01
   56431 2.048488e+01 1.874933e+01 1.760277e+01 1.722360e+01 1.671213e+01 -1.992417e+01
   56435 1.929915e+01 1.747334e+01 1.652610e+01 1.615077e+01 1.580184e+01 -2.102677e+01
   56437 1.894067e+01 1.740687e+01 1.675911e+01 1.642031e+01 1.616602e+01 -2.080429e+01
   56438 1.894220e+01 1.761475e+01 1.709760e+01 1.673680e+01 1.660270e+01 -2.050092e+01
   56501 1.967079e+01 1.835235e+01 1.762018e+01 1.726750e+01 1.698124e+01 -1.986890e+01
   56532 1.993135e+01 1.826774e+01 1.750988e+01 1.706829e+01 1.681857e+01 -1.997408e+01
   56645 1.892560e+01 1.791248e+01 1.736330e+01 1.710138e+01 1.685300e+01 -2.023665e+01
   56661 1.989378e+01 1.847069e+01 1.759321e+01 1.719393e+01 1.677087e+01 -2.012848e+01
   56665 1.894868e+01 1.808802e+01 1.762078e+01 1.753748e+01 1.787698e+01 -2.010470e+01
   56673 1.974072e+01 1.836470e+01 1.746838e+01 1.708772e+01 1.673853e+01 -2.020983e+01
   56674 2.023243e+01 1.831145e+01 1.746777e+01 1.707376e+01 1.703487e+01 -2.027200e+01
   56683 1.974034e+01 1.799809e+01 1.742536e+01 1.710243e+01 1.691627e+01 -2.019810e+01
   56687 2.028022e+01 1.841564e+01 1.745348e+01 1.709712e+01 1.678040e+01 -2.021891e+01
   56688 1.926377e+01 1.688625e+01 1.591985e+01 1.551788e+01 1.528570e+01 -2.178708e+01
   56690 1.929187e+01 1.802638e+01 1.723754e+01 1.692246e+01 1.664798e+01 -2.043862e+01
   56709 1.887994e+01 1.725015e+01 1.630421e+01 1.593637e+01 1.560907e+01 -2.142189e+01
   56710 1.899578e+01 1.727340e+01 1.639017e+01 1.601874e+01 1.581819e+01 -2.130460e+01
   56712 1.985573e+01 1.805399e+01 1.731795e+01 1.693611e+01 1.658990e+01 -2.008212e+01
   56789 2.015973e+01 1.837951e+01 1.743357e+01 1.707417e+01 1.669536e+01 -2.014867e+01
   56790 1.882170e+01 1.726524e+01 1.629044e+01 1.588227e+01 1.550161e+01 -2.129720e+01
   56791 2.030025e+01 1.825566e+01 1.733375e+01 1.695387e+01 1.656594e+01 -2.025580e+01
   56795 1.949271e+01 1.758028e+01 1.690088e+01 1.656264e+01 1.638580e+01 -2.073457e+01
   56954 1.999753e+01 1.837280e+01 1.738621e+01 1.700644e+01 1.683200e+01 -2.007944e+01
   56960 1.936864e+01 1.784051e+01 1.694663e+01 1.660645e+01 1.641369e+01 -2.050402e+01
   56968 1.968145e+01 1.837874e+01 1.761910e+01 1.728148e+01 1.695641e+01 -2.013753e+01
   56975 1.951387e+01 1.783012e+01 1.686008e+01 1.642147e+01 1.616800e+01 -2.065505e+01
   56977 1.892235e+01 1.675690e+01 1.581810e+01 1.538536e+01 1.513780e+01 -2.165471e+01
   57212 1.829660e+01 1.719590e+01 1.655544e+01 1.617603e+01 1.601439e+01 -2.102163e+01
   57226 1.837256e+01 1.643296e+01 1.544030e+01 1.499479e+01 1.462392e+01 -2.188465e+01
   57227 1.954062e+01 1.732253e+01 1.641372e+01 1.600106e+01 1.557136e+01 -2.089507e+01
   57241 1.957200e+01 1.770666e+01 1.669424e+01 1.625237e+01 1.599083e+01 -2.062280e+01
   57259 1.865156e+01 1.755759e+01 1.692289e+01 1.652991e+01 1.630676e+01 -2.058415e+01
   57261 1.992196e+01 1.791126e+01 1.726688e+01 1.698611e+01 1.679436e+01 -2.007118e+01
   57279 2.002203e+01 1.852011e+01 1.765489e+01 1.723802e+01 1.688231e+01 -2.007581e+01
   57294 2.006324e+01 1.835691e+01 1.743660e+01 1.709860e+01 1.680116e+01 -2.031461e+01
   57305 1.907860e+01 1.721841e+01 1.630478e+01 1.590250e+01 1.544472e+01 -2.141586e+01
   57306 1.909908e+01 1.739367e+01 1.650600e+01 1.616260e+01 1.584844e+01 -2.122260e+01
   57314 2.077086e+01 1.857940e+01 1.754335e+01 1.703007e+01 1.660911e+01 -2.013827e+01
   57318 1.957055e+01 1.850782e+01 1.744193e+01 1.695301e+01 1.662480e+01 -2.024778e+01
   57330 1.813029e+01 1.722291e+01 1.662819e+01 1.629831e+01 1.588598e+01 -2.099350e+01
   57379 1.966986e+01 1.789996e+01 1.689202e+01 1.642921e+01 1.611105e+01 -2.082252e+01
   57396 1.777864e+01 1.680778e+01 1.631643e+01 1.594726e+01 1.583959e+01 -2.134069e+01
   57399 2.035413e+01 1.834170e+01 1.741405e+01 1.703524e+01 1.683205e+01 -2.015401e+01
   57415 2.052196e+01 1.855708e+01 1.765323e+01 1.717845e+01 1.681171e+01 -1.990512e+01
   57474 2.040768e+01 1.858207e+01 1.766991e+01 1.727863e+01 1.708526e+01 -1.963778e+01
   57475 1.931925e+01 1.809500e+01 1.737284e+01 1.704888e+01 1.681783e+01 -1.995988e+01
   57508 1.929027e+01 1.791693e+01 1.732712e+01 1.703902e+01 1.691819e+01 -2.033276e+01
   57523 1.913700e+01 1.794469e+01 1.712646e+01 1.668082e+01 1.631025e+01 -2.033265e+01
   57531 1.836160e+01 1.692849e+01 1.629799e+01 1.592247e+01 1.592658e+01 -2.105362e+01
   57536 2.002121e+01 1.834287e+01 1.755485e+01 1.706061e+01 1.667446e+01 -1.996164e+01
   57538 1.984269e+01 1.827050e+01 1.730082e+01 1.693011e+01 1.648522e+01 -2.024589e+01
   57540 1.860718e+01 1.759393e+01 1.698954e+01 1.669592e+01 1.665872e+01 -2.056313e+01
   57541 1.978439e+01 1.799751e+01 1.701449e+01 1.659226e+01 1.635351e+01 -2.047083e+01
   57568 2.017005e+01 1.840611e+01 1.753902e+01 1.720133e+01 1.696437e+01 -1.982952e+01
   57578 1.947664e+01 1.794774e+01 1.699138e+01 1.657899e+01 1.631402e+01 -2.076284e+01
   57601 1.926318e+01 1.836125e+01 1.766725e+01 1.732655e+01 1.688914e+01 -1.986500e+01
   57605 1.974232e+01 1.784009e+01 1.688258e+01 1.646043e+01 1.612222e+01 -2.051971e+01
   57606 1.904214e+01 1.797752e+01 1.734184e+01 1.696696e+01 1.674179e+01 -2.031241e+01
   57607 2.014364e+01 1.748923e+01 1.646732e+01 1.594477e+01 1.543591e+01 -2.094381e+01
   57612 1.879588e+01 1.773022e+01 1.702501e+01 1.670701e+01 1.648477e+01 -2.039082e+01
   57613 1.997191e+01 1.795759e+01 1.706328e+01 1.665922e+01 1.644428e+01 -2.033865e+01
   57623 2.006950e+01 1.748123e+01 1.655352e+01 1.615968e+01 1.594909e+01 -2.103994e+01
   57626 1.864723e+01 1.687026e+01 1.591559e+01 1.552145e+01 1.527014e+01 -2.165082e+01
   57627 1.857028e+01 1.700002e+01 1.631903e+01 1.593030e+01 1.585460e+01 -2.124368e+01
   57628 1.957450e+01 1.784632e+01 1.718494e+01 1.679800e+01 1.649597e+01 -2.019937e+01
   57637 2.021539e+01 1.826928e+01 1.739349e+01 1.690420e+01 1.668083e+01 -2.018813e+01
   57660 1.883140e+01 1.768048e+01 1.693224e+01 1.654235e+01 1.646789e+01 -2.079589e+01
   57665 1.919855e+01 1.795146e+01 1.704856e+01 1.663583e+01 1.638132e+01 -2.067563e+01
   57666 1.876659e+01 1.748923e+01 1.684935e+01 1.649853e+01 1.628178e+01 -2.086562e+01
   57667 1.967785e+01 1.814768e+01 1.724806e+01 1.686708e+01 1.658718e+01 -2.047134e+01
   57677 1.868761e+01 1.741512e+01 1.664826e+01 1.625098e+01 1.606748e+01 -2.110023e+01
   57721 1.952082e+01 1.800489e+01 1.753487e+01 1.727849e+01 1.735852e+01 -1.989347e+01
   57749 1.910869e+01 1.759423e+01 1.669746e+01 1.630554e+01 1.612243e+01 -2.098863e+01
   57750 1.952103e+01 1.799441e+01 1.710160e+01 1.667953e+01 1.643816e+01 -2.059568e+01
   57752 1.870444e+01 1.731640e+01 1.663123e+01 1.628764e+01 1.631810e+01 -2.104471e+01
   57755 1.904581e+01 1.786844e+01 1.716888e+01 1.676746e+01 1.660105e+01 -2.052177e+01
   57767 2.008889e+01 1.851864e+01 1.749098e+01 1.708556e+01 1.670643e+01 -2.023957e+01
   57819 1.849660e+01 1.707857e+01 1.639853e+01 1.603045e+01 1.577712e+01 -2.099258e+01
   57827 1.972764e+01 1.810814e+01 1.718239e+01 1.678942e+01 1.649949e+01 -2.022764e+01
   57828 1.838097e+01 1.683635e+01 1.618196e+01 1.576981e+01 1.562332e+01 -2.123508e+01
   57830 2.017810e+01 1.842310e+01 1.754531e+01 1.710532e+01 1.678933e+01 -2.012290e+01
   57832 1.873170e+01 1.688428e+01 1.602388e+01 1.562412e+01 1.533032e+01 -2.139666e+01
   57838 1.894226e+01 1.808791e+01 1.761827e+01 1.734854e+01 1.744162e+01 -2.006394e+01
   57854 1.922086e+01 1.803173e+01 1.747888e+01 1.713857e+01 1.704902e+01 -2.020587e+01
   57871 1.937501e+01 1.774023e+01 1.687467e+01 1.648378e+01 1.624310e+01 -2.074306e+01
   57872 1.970179e+01 1.823509e+01 1.734606e+01 1.693664e+01 1.670404e+01 -2.025330e+01
   57896 1.928265e+01 1.752242e+01 1.658394e+01 1.616173e+01 1.584579e+01 -2.115104e+01
   57899 1.894866e+01 1.770970e+01 1.708417e+01 1.665144e+01 1.643105e+01 -2.065246e+01
   57970 1.939681e+01 1.814212e+01 1.761972e+01 1.714038e+01 1.730597e+01 -1.989661e+01
   58027 1.870195e+01 1.748481e+01 1.695896e+01 1.657280e+01 1.636150e+01 -2.036403e+01
   58034 1.865028e+01 1.722186e+01 1.644257e+01 1.600999e+01 1.562334e+01 -2.091702e+01
   58037 1.926739e+01 1.774967e+01 1.727708e+01 1.694978e+01 1.673892e+01 -2.013413e+01
   58065 2.080893e+01 1.827131e+01 1.759626e+01 1.726099e+01 1.698025e+01 -2.002296e+01
   58074 1.955175e+01 1.796955e+01 1.708198e+01 1.667870e+01 1.627231e+01 -2.030551e+01
   58077 1.884289e+01 1.780987e+01 1.741012e+01 1.707704e+01 1.703550e+01 -1.997714e+01
   58080 2.022459e+01 1.857186e+01 1.758850e+01 1.717041e+01 1.685801e+01 -2.013664e+01
   58100 1.913442e+01 1.801356e+01 1.746238e+01 1.708157e+01 1.689425e+01 -1.990600e+01
   58134 1.864967e+01 1.760850e+01 1.714085e+01 1.689886e+01 1.662584e+01 -2.058038e+01
   58216 1.894659e+01 1.720524e+01 1.633316e+01 1.590694e+01 1.553446e+01 -2.126760e+01
   58220 1.921416e+01 1.813035e+01 1.755773e+01 1.739312e+01 1.737248e+01 -2.003511e+01
   58234 2.033295e+01 1.805518e+01 1.710640e+01 1.667721e+01 1.636549e+01 -2.028484e+01
   58235 2.069670e+01 1.840122e+01 1.752281e+01 1.712467e+01 1.687780e+01 -1.987020e+01
   58241 1.929076e+01 1.736563e+01 1.649498e+01 1.609814e+01 1.576378e+01 -2.093294e+01
   58243 2.035668e+01 1.818749e+01 1.734281e+01 1.695756e+01 1.660067e+01 -2.005676e+01
   58270 1.997231e+01 1.751533e+01 1.670111e+01 1.625967e+01 1.596478e+01 -2.094645e+01
   58282 2.017382e+01 1.837882e+01 1.747935e+01 1.706876e+01 1.668400e+01 -1.993140e+01
   58283 2.024446e+01 1.835810e+01 1.742759e+01 1.701306e+01 1.684388e+01 -1.997882e+01
   58313 1.910383e+01 1.776588e+01 1.699755e+01 1.663367e+01 1.635264e+01 -2.052585e+01
   58354 1.927593e+01 1.821661e+01 1.766247e+01 1.733722e+01 1.732487e+01 -1.996733e+01
   58378 1.944437e+01 1.823595e+01 1.758204e+01 1.722391e+01 1.705192e+01 -1.979024e+01
   58389 1.839132e+01 1.680879e+01 1.599317e+01 1.555174e+01 1.532208e+01 -2.135447e+01
   58391 1.976118e+01 1.811583e+01 1.720988e+01 1.673620e+01 1.640142e+01 -2.012864e+01
   58405 1.851972e+01 1.714444e+01 1.617010e+01 1.573975e+01 1.526451e+01 -2.142013e+01
   58456 1.857890e+01 1.717357e+01 1.667348e+01 1.635892e+01 1.619260e+01 -2.067921e+01
   58466 2.011688e+01 1.841290e+01 1.764748e+01 1.720038e+01 1.701006e+01 -1.992322e+01
   58525 1.860224e+01 1.763452e+01 1.722672e+01 1.685353e+01 1.671055e+01 -2.032444e+01
   58536 1.888068e+01 1.802195e+01 1.760987e+01 1.731523e+01 1.721465e+01 -2.001139e+01
   58544 1.823092e+01 1.728145e+01 1.681610e+01 1.652037e+01 1.640415e+01 -2.083796e+01
   58546 1.876517e+01 1.771126e+01 1.710793e+01 1.671840e+01 1.656986e+01 -2.044242e+01
   58558 1.982572e+01 1.823602e+01 1.739927e+01 1.694393e+01 1.675229e+01 -2.014147e+01
   58577 1.856806e+01 1.740367e+01 1.704029e+01 1.679190e+01 1.686703e+01 -2.035264e+01
   58735 1.860007e+01 1.753461e+01 1.716287e+01 1.690149e+01 1.681388e+01 -2.053001e+01
   58782 1.863690e+01 1.728247e+01 1.674823e+01 1.643310e+01 1.639429e+01 -2.097335e+01
   58792 1.943045e+01 1.823285e+01 1.762789e+01 1.727382e+01 1.715039e+01 -2.006527e+01
   58801 1.832172e+01 1.743777e+01 1.689519e+01 1.651234e+01 1.636182e+01 -2.074881e+01
   58803 1.866124e+01 1.750491e+01 1.696010e+01 1.667619e+01 1.662292e+01 -2.079300e+01
   58805 1.871664e+01 1.719060e+01 1.644211e+01 1.611962e+01 1.604701e+01 -2.121240e+01
   58809 1.848393e+01 1.762329e+01 1.713774e+01 1.685202e+01 1.671735e+01 -2.053027e+01
   58818 1.827873e+01 1.718620e+01 1.659039e+01 1.626904e+01 1.628544e+01 -2.091137e+01
   58830 1.883316e+01 1.797162e+01 1.736840e+01 1.705006e+01 1.682468e+01 -2.034335e+01
   58835 1.999231e+01 1.814528e+01 1.723386e+01 1.684194e+01 1.646728e+01 -2.045430e+01
   58837 1.936860e+01 1.825798e+01 1.757108e+01 1.713961e+01 1.700827e+01 -1.972776e+01
   58845 1.955743e+01 1.758525e+01 1.667067e+01 1.630337e+01 1.597989e+01 -2.070190e+01
   58849 1.966019e+01 1.775730e+01 1.684687e+01 1.644721e+01 1.620799e+01 -2.053848e+01
   59086 1.811239e+01 1.695461e+01 1.632209e+01 1.597925e+01 1.569456e+01 -2.137129e+01
   59089 1.990771e+01 1.864981e+01 1.765326e+01 1.725354e+01 1.691671e+01 -1.986603e+01
   59095 1.856397e+01 1.743266e+01 1.674860e+01 1.638720e+01 1.610542e+01 -2.075952e+01
   59114 1.855161e+01 1.780687e+01 1.730344e+01 1.694247e+01 1.657230e+01 -2.009448e+01
   59362 1.891618e+01 1.812172e+01 1.737951e+01 1.709823e+01 1.693986e+01 -1.993492e+01
   59366 1.897898e+01 1.810078e+01 1.748303e+01 1.717626e+01 1.703371e+01 -1.992452e+01
   59370 1.989793e+01 1.767966e+01 1.665673e+01 1.617837e+01 1.583627e+01 -2.080987e+01
   59371 1.933999e+01 1.745921e+01 1.652998e+01 1.613824e+01 1.580586e+01 -2.094819e+01
   59378 1.881862e+01 1.792385e+01 1.745897e+01 1.727846e+01 1.697737e+01 -1.984091e+01
   59394 1.888025e+01 1.727155e+01 1.618555e+01 1.576205e+01 1.564956e+01 -2.157406e+01
   59410 1.792568e+01 1.677793e+01 1.602998e+01 1.567288e+01 1.546368e+01 -2.169560e+01
   59415 1.935903e+01 1.801295e+01 1.740343e+01 1.706980e+01 1.683426e+01 -1.991840e+01
   59417 1.975248e+01 1.750935e+01 1.655552e+01 1.614716e+01 1.585904e+01 -2.112416e+01
   59421 1.982262e+01 1.821089e+01 1.731720e+01 1.690681e+01 1.660054e+01 -2.038841e+01
   59422 1.889424e+01 1.794900e+01 1.711184e+01 1.678112e+01 1.670432e+01 -2.060881e+01
   59463 1.884225e+01 1.757892e+01 1.714588e+01 1.683168e+01 1.666315e+01 -2.015164e+01
   59474 1.995710e+01 1.771746e+01 1.698364e+01 1.656542e+01 1.629370e+01 -2.076917e+01
   59483 1.910629e+01 1.766839e+01 1.709101e+01 1.674115e+01 1.652280e+01 -2.020894e+01
   59494 1.889978e+01 1.753850e+01 1.675803e+01 1.640488e+01 1.608845e+01 -2.054687e+01
   59567 1.939089e+01 1.745951e+01 1.657815e+01 1.612853e+01 1.587285e+01 -2.081751e+01
