#   indx         mu         mg         mr         mi         mz          Mr
#
   59577 1.940259e+01 1.805765e+01 1.728848e+01 1.685101e+01 1.662086e+01 -2.018742e+01
   59605 1.891459e+01 1.772213e+01 1.714219e+01 1.675252e+01 1.654028e+01 -2.035146e+01
   59611 2.017717e+01 1.832522e+01 1.736953e+01 1.693802e+01 1.667311e+01 -1.998256e+01
   59644 2.015285e+01 1.859699e+01 1.763739e+01 1.721652e+01 1.686057e+01 -1.971414e+01
   59646 1.808903e+01 1.709355e+01 1.665775e+01 1.634705e+01 1.627951e+01 -2.069660e+01
   59663 2.003333e+01 1.805775e+01 1.707738e+01 1.664865e+01 1.632715e+01 -2.066412e+01
   59672 1.935187e+01 1.778483e+01 1.685779e+01 1.640210e+01 1.613241e+01 -2.077181e+01
   59680 2.030371e+01 1.840650e+01 1.743890e+01 1.703233e+01 1.671319e+01 -1.989778e+01
   59684 1.909182e+01 1.816512e+01 1.762992e+01 1.735942e+01 1.723716e+01 -1.989319e+01
   59694 1.848896e+01 1.684254e+01 1.609717e+01 1.579405e+01 1.556864e+01 -2.144926e+01
   59699 1.973017e+01 1.792047e+01 1.702249e+01 1.660063e+01 1.625801e+01 -2.050830e+01
   59712 1.898877e+01 1.711020e+01 1.618330e+01 1.573821e+01 1.544393e+01 -2.125035e+01
   59713 2.009065e+01 1.739092e+01 1.642472e+01 1.600436e+01 1.568611e+01 -2.099892e+01
   59731 1.931155e+01 1.809642e+01 1.762955e+01 1.730869e+01 1.727786e+01 -1.975614e+01
   59739 1.974096e+01 1.765391e+01 1.671453e+01 1.629399e+01 1.597097e+01 -2.066857e+01
   59741 1.993216e+01 1.758041e+01 1.664273e+01 1.621840e+01 1.590908e+01 -2.072678e+01
   59743 1.960239e+01 1.840365e+01 1.752163e+01 1.714947e+01 1.680002e+01 -1.986458e+01
   59745 2.114919e+01 1.852311e+01 1.759793e+01 1.717875e+01 1.686063e+01 -1.971442e+01
   59746 1.925108e+01 1.756799e+01 1.662716e+01 1.622708e+01 1.594092e+01 -2.073351e+01
   59752 1.972894e+01 1.807421e+01 1.729160e+01 1.697590e+01 1.671551e+01 -2.043091e+01
   59759 1.970222e+01 1.780912e+01 1.676665e+01 1.633019e+01 1.602427e+01 -2.089268e+01
   59762 1.844269e+01 1.656371e+01 1.564425e+01 1.524263e+01 1.497930e+01 -2.208054e+01
   59766 1.874746e+01 1.781702e+01 1.728959e+01 1.702527e+01 1.696304e+01 -2.027081e+01
   59770 1.870955e+01 1.797472e+01 1.754679e+01 1.725350e+01 1.716500e+01 -2.020584e+01
   59819 1.912774e+01 1.801676e+01 1.743792e+01 1.713347e+01 1.681453e+01 -1.994273e+01
   59823 1.943391e+01 1.803336e+01 1.705448e+01 1.662247e+01 1.632330e+01 -2.059830e+01
   59828 1.965573e+01 1.801440e+01 1.712513e+01 1.671753e+01 1.643693e+01 -2.052366e+01
   59829 1.876525e+01 1.764540e+01 1.697769e+01 1.660742e+01 1.630988e+01 -2.069087e+01
   59850 1.910526e+01 1.794970e+01 1.720305e+01 1.685461e+01 1.665016e+01 -2.050563e+01
   59871 1.926181e+01 1.825778e+01 1.756669e+01 1.718636e+01 1.695494e+01 -2.019493e+01
   59882 1.911738e+01 1.781207e+01 1.696677e+01 1.665341e+01 1.648758e+01 -2.079273e+01
   59903 1.935395e+01 1.805894e+01 1.753596e+01 1.735606e+01 1.723870e+01 -2.018015e+01
   59926 1.902040e+01 1.801674e+01 1.744348e+01 1.712269e+01 1.693188e+01 -2.023411e+01
   59931 2.034705e+01 1.850994e+01 1.752600e+01 1.712884e+01 1.682435e+01 -1.992760e+01
   59957 1.938816e+01 1.788086e+01 1.695584e+01 1.657482e+01 1.627229e+01 -2.073673e+01
   59958 1.901049e+01 1.799134e+01 1.730079e+01 1.693508e+01 1.678802e+01 -2.039141e+01
   59959 1.924404e+01 1.809163e+01 1.746023e+01 1.711297e+01 1.693237e+01 -2.024065e+01
   59964 1.918200e+01 1.813780e+01 1.748963e+01 1.705770e+01 1.676142e+01 -2.021322e+01
   59982 1.970987e+01 1.841639e+01 1.758612e+01 1.718198e+01 1.681666e+01 -2.013745e+01
   60046 1.955818e+01 1.816147e+01 1.735986e+01 1.698394e+01 1.668719e+01 -1.996724e+01
   60141 1.994248e+01 1.858991e+01 1.763503e+01 1.724355e+01 1.700779e+01 -2.012428e+01
   60148 1.935203e+01 1.763383e+01 1.668409e+01 1.627874e+01 1.592892e+01 -2.073720e+01
   60150 1.954769e+01 1.794554e+01 1.716846e+01 1.678111e+01 1.654885e+01 -2.056783e+01
   60153 1.869942e+01 1.761083e+01 1.685108e+01 1.644821e+01 1.618300e+01 -2.054864e+01
   60154 2.003706e+01 1.829676e+01 1.735681e+01 1.694536e+01 1.663859e+01 -2.002573e+01
   60155 1.995518e+01 1.791447e+01 1.705360e+01 1.668777e+01 1.646051e+01 -2.034591e+01
   60162 2.023321e+01 1.685594e+01 1.588611e+01 1.549176e+01 1.525204e+01 -2.151611e+01
   60164 1.957424e+01 1.759252e+01 1.665616e+01 1.625170e+01 1.595397e+01 -2.064722e+01
   60166 2.064152e+01 1.825272e+01 1.760135e+01 1.720568e+01 1.701498e+01 -1.971182e+01
   60168 1.806547e+01 1.675854e+01 1.605499e+01 1.569925e+01 1.543680e+01 -2.124810e+01
   60174 2.015114e+01 1.779909e+01 1.682946e+01 1.643558e+01 1.610698e+01 -2.055007e+01
   60175 1.976921e+01 1.795994e+01 1.707073e+01 1.669628e+01 1.638383e+01 -2.032184e+01
   60176 1.910899e+01 1.776904e+01 1.732473e+01 1.721921e+01 1.705486e+01 -2.003979e+01
   60183 1.919078e+01 1.818486e+01 1.753198e+01 1.721579e+01 1.705278e+01 -2.019795e+01
   60186 1.873527e+01 1.776605e+01 1.730623e+01 1.700323e+01 1.691039e+01 -2.008227e+01
   60187 1.882407e+01 1.787112e+01 1.732650e+01 1.701625e+01 1.679379e+01 -2.005594e+01
   60188 1.951107e+01 1.829813e+01 1.761752e+01 1.727339e+01 1.701369e+01 -2.011575e+01
   60192 1.904698e+01 1.728817e+01 1.634465e+01 1.592948e+01 1.560687e+01 -2.138130e+01
   60202 1.908587e+01 1.777799e+01 1.697190e+01 1.651978e+01 1.626038e+01 -2.035739e+01
   60212 2.100997e+01 1.846543e+01 1.755903e+01 1.717277e+01 1.687740e+01 -1.977487e+01
   60220 1.989127e+01 1.836709e+01 1.744948e+01 1.697843e+01 1.659272e+01 -2.025965e+01
   60236 2.007368e+01 1.843411e+01 1.743707e+01 1.705508e+01 1.681423e+01 -1.989708e+01
   60237 1.776899e+01 1.641806e+01 1.574062e+01 1.528470e+01 1.515988e+01 -2.160509e+01
   60294 1.894139e+01 1.771214e+01 1.692393e+01 1.654295e+01 1.627605e+01 -2.065154e+01
   60298 1.973273e+01 1.787029e+01 1.731664e+01 1.682469e+01 1.645537e+01 -2.031241e+01
   60307 2.003682e+01 1.833673e+01 1.743483e+01 1.701797e+01 1.681404e+01 -1.996639e+01
   60309 1.869672e+01 1.768058e+01 1.697838e+01 1.663122e+01 1.640592e+01 -2.042848e+01
   60324 1.898616e+01 1.798676e+01 1.738707e+01 1.704241e+01 1.689143e+01 -1.997814e+01
   60369 1.879887e+01 1.790105e+01 1.757766e+01 1.734870e+01 1.728580e+01 -1.982809e+01
   60423 2.017872e+01 1.781500e+01 1.717127e+01 1.667399e+01 1.647400e+01 -2.037548e+01
   60446 1.810097e+01 1.680351e+01 1.609453e+01 1.571943e+01 1.542079e+01 -2.144861e+01
   60462 1.766883e+01 1.650029e+01 1.588461e+01 1.549300e+01 1.534334e+01 -2.148313e+01
   60478 1.840897e+01 1.719707e+01 1.659369e+01 1.618978e+01 1.593250e+01 -2.097189e+01
   60519 1.909735e+01 1.796639e+01 1.746840e+01 1.709293e+01 1.692402e+01 -1.984414e+01
   60521 1.865401e+01 1.709986e+01 1.624125e+01 1.582501e+01 1.551610e+01 -2.110521e+01
   60562 1.888217e+01 1.794366e+01 1.740567e+01 1.706340e+01 1.685301e+01 -2.005733e+01
   60580 1.964209e+01 1.811115e+01 1.729718e+01 1.685853e+01 1.660520e+01 -2.011063e+01
   60632 1.865584e+01 1.757429e+01 1.706133e+01 1.667385e+01 1.655913e+01 -2.049319e+01
   60710 2.007519e+01 1.799827e+01 1.714659e+01 1.673784e+01 1.651412e+01 -2.036519e+01
   60719 1.886454e+01 1.784903e+01 1.736727e+01 1.706279e+01 1.686586e+01 -2.012693e+01
   60847 1.993224e+01 1.844952e+01 1.756746e+01 1.711570e+01 1.672357e+01 -2.011289e+01
   60861 1.815425e+01 1.698224e+01 1.623412e+01 1.581372e+01 1.558517e+01 -2.136753e+01
   60882 1.860106e+01 1.714419e+01 1.650849e+01 1.615999e+01 1.599181e+01 -2.119874e+01
   60885 1.923841e+01 1.794357e+01 1.704529e+01 1.661420e+01 1.633500e+01 -2.068229e+01
   60915 1.883966e+01 1.754880e+01 1.704575e+01 1.671383e+01 1.650023e+01 -2.064250e+01
   60918 1.866732e+01 1.782957e+01 1.732173e+01 1.695793e+01 1.698064e+01 -2.040381e+01
   60940 1.935723e+01 1.801947e+01 1.753104e+01 1.731962e+01 1.715058e+01 -1.984010e+01
   61022 1.958241e+01 1.725594e+01 1.640673e+01 1.597039e+01 1.572726e+01 -2.114394e+01
   61196 2.025591e+01 1.846148e+01 1.758515e+01 1.722303e+01 1.695074e+01 -2.011030e+01
   61202 1.936294e+01 1.733931e+01 1.629488e+01 1.591401e+01 1.562354e+01 -2.145258e+01
   61204 1.972626e+01 1.804091e+01 1.711711e+01 1.675814e+01 1.639037e+01 -2.063495e+01
   61210 1.896310e+01 1.759360e+01 1.696346e+01 1.667875e+01 1.639215e+01 -2.044256e+01
   61412 1.976939e+01 1.736676e+01 1.648896e+01 1.609951e+01 1.578384e+01 -2.083493e+01
   61416 1.945528e+01 1.774727e+01 1.697120e+01 1.662437e+01 1.634699e+01 -2.034511e+01
   61417 1.838799e+01 1.708817e+01 1.625514e+01 1.596512e+01 1.555989e+01 -2.104419e+01
   61418 1.906040e+01 1.790084e+01 1.712445e+01 1.670211e+01 1.646672e+01 -2.035831e+01
   61430 2.008682e+01 1.822037e+01 1.734376e+01 1.695122e+01 1.661359e+01 -2.024719e+01
   61440 1.895012e+01 1.774038e+01 1.708430e+01 1.675777e+01 1.656580e+01 -2.026686e+01
   61442 1.951609e+01 1.753942e+01 1.696011e+01 1.667017e+01 1.650720e+01 -2.050595e+01
   61443 1.993912e+01 1.818552e+01 1.746688e+01 1.709981e+01 1.682039e+01 -2.001024e+01
   61444 1.974717e+01 1.800140e+01 1.705907e+01 1.661339e+01 1.627795e+01 -2.045927e+01
   61447 2.012979e+01 1.818761e+01 1.729665e+01 1.686284e+01 1.655161e+01 -2.018475e+01
   61450 1.851288e+01 1.772311e+01 1.729675e+01 1.703225e+01 1.694468e+01 -2.041589e+01
   61459 1.875319e+01 1.743095e+01 1.689552e+01 1.650301e+01 1.652959e+01 -2.083482e+01
   61469 1.887023e+01 1.777089e+01 1.715828e+01 1.685765e+01 1.663512e+01 -2.041714e+01
   61474 1.913339e+01 1.787678e+01 1.697914e+01 1.663172e+01 1.642726e+01 -2.073414e+01
   61525 2.023272e+01 1.851112e+01 1.757706e+01 1.720577e+01 1.682218e+01 -2.013985e+01
   61534 1.957339e+01 1.815265e+01 1.754898e+01 1.717093e+01 1.689264e+01 -2.000278e+01
   61539 2.009555e+01 1.811004e+01 1.719633e+01 1.683274e+01 1.650274e+01 -2.056322e+01
   61544 1.910811e+01 1.742422e+01 1.653954e+01 1.613287e+01 1.579581e+01 -2.115238e+01
   61556 2.057497e+01 1.846867e+01 1.748054e+01 1.703270e+01 1.661122e+01 -2.020066e+01
   61611 1.961164e+01 1.854051e+01 1.759212e+01 1.715887e+01 1.687871e+01 -1.975453e+01
   61616 2.050256e+01 1.847655e+01 1.753159e+01 1.715006e+01 1.679854e+01 -1.984599e+01
   61617 1.864743e+01 1.673414e+01 1.582247e+01 1.539921e+01 1.510563e+01 -2.153947e+01
   61626 1.958247e+01 1.786638e+01 1.696255e+01 1.660991e+01 1.627781e+01 -2.040756e+01
   61628 2.114103e+01 1.851326e+01 1.760304e+01 1.719240e+01 1.687134e+01 -1.976780e+01
   61645 1.938348e+01 1.801884e+01 1.739906e+01 1.705721e+01 1.673819e+01 -2.022168e+01
   61648 1.855331e+01 1.703776e+01 1.632742e+01 1.594897e+01 1.575101e+01 -2.117590e+01
   61653 2.037938e+01 1.808779e+01 1.713367e+01 1.677822e+01 1.651288e+01 -2.045522e+01
   61655 1.952426e+01 1.820685e+01 1.747084e+01 1.698351e+01 1.677427e+01 -2.014280e+01
   61724 1.931287e+01 1.794974e+01 1.720846e+01 1.682565e+01 1.641842e+01 -2.041114e+01
   61729 1.895610e+01 1.731508e+01 1.644662e+01 1.608133e+01 1.579311e+01 -2.100007e+01
   61732 1.996508e+01 1.829729e+01 1.745075e+01 1.709004e+01 1.679671e+01 -2.022089e+01
   61750 2.008844e+01 1.840563e+01 1.753702e+01 1.718800e+01 1.688303e+01 -1.999987e+01
   61755 1.924511e+01 1.803080e+01 1.735305e+01 1.709395e+01 1.679869e+01 -2.006784e+01
   61761 1.879566e+01 1.746372e+01 1.689690e+01 1.659963e+01 1.635508e+01 -2.065189e+01
   61763 1.963765e+01 1.820343e+01 1.755105e+01 1.717286e+01 1.700306e+01 -1.994682e+01
   61775 1.884588e+01 1.791504e+01 1.701579e+01 1.659653e+01 1.625702e+01 -2.057255e+01
   61779 2.018576e+01 1.806273e+01 1.720359e+01 1.678139e+01 1.637550e+01 -2.034892e+01
   61782 1.980561e+01 1.814318e+01 1.729757e+01 1.692195e+01 1.663281e+01 -2.025611e+01
   61784 2.029250e+01 1.822252e+01 1.738359e+01 1.703642e+01 1.666106e+01 -1.998292e+01
   61786 1.789660e+01 1.680233e+01 1.628688e+01 1.595390e+01 1.571182e+01 -2.108472e+01
   61798 1.763686e+01 1.709507e+01 1.698042e+01 1.680550e+01 1.675945e+01 -2.074763e+01
   61845 1.843259e+01 1.730940e+01 1.692455e+01 1.655658e+01 1.638223e+01 -2.042462e+01
   61849 1.906325e+01 1.799297e+01 1.756053e+01 1.728632e+01 1.709792e+01 -1.980173e+01
   61867 1.948384e+01 1.736908e+01 1.639654e+01 1.598716e+01 1.560531e+01 -2.126636e+01
   61873 1.901370e+01 1.771226e+01 1.710670e+01 1.675084e+01 1.654807e+01 -2.040674e+01
   61924 1.883414e+01 1.754274e+01 1.706850e+01 1.671325e+01 1.650340e+01 -2.023063e+01
   61938 1.933088e+01 1.763064e+01 1.699030e+01 1.670277e+01 1.645884e+01 -2.041720e+01
   61994 2.080197e+01 1.832243e+01 1.742591e+01 1.700068e+01 1.665960e+01 -2.028209e+01
   61995 1.890792e+01 1.767607e+01 1.716844e+01 1.680539e+01 1.648782e+01 -2.041659e+01
   61996 1.863576e+01 1.726246e+01 1.691046e+01 1.642749e+01 1.620109e+01 -2.080284e+01
   61998 1.895999e+01 1.725900e+01 1.649399e+01 1.613316e+01 1.584355e+01 -2.122506e+01
   62003 1.942725e+01 1.742967e+01 1.653264e+01 1.613433e+01 1.578992e+01 -2.118323e+01
   62004 1.896702e+01 1.768810e+01 1.716497e+01 1.686257e+01 1.658027e+01 -2.053341e+01
   62015 1.862608e+01 1.738003e+01 1.659556e+01 1.618877e+01 1.595987e+01 -2.115622e+01
   62026 1.997090e+01 1.806425e+01 1.714507e+01 1.673817e+01 1.637831e+01 -2.048978e+01
   62032 1.865933e+01 1.736502e+01 1.665481e+01 1.627656e+01 1.601976e+01 -2.098892e+01
   62116 1.954365e+01 1.819378e+01 1.765013e+01 1.736715e+01 1.713632e+01 -2.004517e+01
   62120 1.978330e+01 1.816286e+01 1.732835e+01 1.696942e+01 1.664359e+01 -2.037157e+01
   62123 1.973730e+01 1.824501e+01 1.754919e+01 1.713516e+01 1.692676e+01 -2.015739e+01
   62130 1.851015e+01 1.749951e+01 1.716408e+01 1.689279e+01 1.679637e+01 -2.026119e+01
   62140 1.881621e+01 1.761941e+01 1.696476e+01 1.661189e+01 1.642257e+01 -2.079364e+01
   62150 1.941470e+01 1.797119e+01 1.733654e+01 1.693417e+01 1.672071e+01 -2.037191e+01
   62152 1.998717e+01 1.803756e+01 1.742073e+01 1.707980e+01 1.686757e+01 -2.018692e+01
   62153 1.972138e+01 1.860198e+01 1.761698e+01 1.737979e+01 1.729621e+01 -2.013971e+01
   62163 1.915717e+01 1.792548e+01 1.730985e+01 1.698387e+01 1.684994e+01 -2.007694e+01
   62186 2.117709e+01 1.815469e+01 1.724523e+01 1.682367e+01 1.665561e+01 -2.014269e+01
   62199 1.978115e+01 1.792975e+01 1.693893e+01 1.648963e+01 1.614308e+01 -2.037543e+01
   62231 2.000988e+01 1.849480e+01 1.760802e+01 1.719678e+01 1.704555e+01 -2.003898e+01
   62244 2.348655e+01 1.882509e+01 1.758148e+01 1.702194e+01 1.688643e+01 -1.972268e+01
   62273 2.007118e+01 1.822565e+01 1.741975e+01 1.702695e+01 1.675561e+01 -1.988076e+01
   62274 1.835651e+01 1.727944e+01 1.679573e+01 1.656000e+01 1.635415e+01 -2.050507e+01
   62276 1.960905e+01 1.797433e+01 1.720708e+01 1.675663e+01 1.663998e+01 -2.040184e+01
   62284 1.871274e+01 1.748358e+01 1.684909e+01 1.650477e+01 1.644926e+01 -2.070332e+01
   62292 1.984640e+01 1.794822e+01 1.736717e+01 1.707594e+01 1.689980e+01 -2.009037e+01
   62299 1.866394e+01 1.748480e+01 1.702381e+01 1.678735e+01 1.661408e+01 -2.047511e+01
   62303 1.894650e+01 1.778697e+01 1.703016e+01 1.659576e+01 1.637984e+01 -2.039222e+01
   62312 2.011471e+01 1.800218e+01 1.706439e+01 1.663019e+01 1.633279e+01 -2.040201e+01
   62349 2.069345e+01 1.857531e+01 1.765320e+01 1.723708e+01 1.695718e+01 -1.979272e+01
   62408 1.965610e+01 1.774204e+01 1.689130e+01 1.649511e+01 1.624404e+01 -2.057636e+01
   62423 1.909844e+01 1.700599e+01 1.607961e+01 1.565489e+01 1.528677e+01 -2.149253e+01
   62428 1.931434e+01 1.787136e+01 1.709435e+01 1.672246e+01 1.656408e+01 -2.058218e+01
   62437 2.023825e+01 1.813929e+01 1.723244e+01 1.680821e+01 1.652993e+01 -2.031896e+01
   62453 1.878987e+01 1.754755e+01 1.691397e+01 1.653845e+01 1.637115e+01 -2.080057e+01
   62465 1.907835e+01 1.789541e+01 1.743235e+01 1.713231e+01 1.685108e+01 -2.014691e+01
   62472 2.005748e+01 1.842534e+01 1.760679e+01 1.708322e+01 1.677152e+01 -1.988539e+01
   62545 1.951333e+01 1.816225e+01 1.755320e+01 1.716280e+01 1.681013e+01 -2.000511e+01
   62552 1.873718e+01 1.730242e+01 1.652567e+01 1.613256e+01 1.583215e+01 -2.092283e+01
   62593 1.944759e+01 1.779751e+01 1.689609e+01 1.645596e+01 1.617322e+01 -2.066660e+01
   62793 1.977165e+01 1.804749e+01 1.725624e+01 1.690858e+01 1.654618e+01 -2.042045e+01
   62795 1.891309e+01 1.794858e+01 1.756728e+01 1.728899e+01 1.719574e+01 -2.011104e+01
   62797 1.896741e+01 1.780433e+01 1.721739e+01 1.685137e+01 1.658517e+01 -2.047289e+01
   62820 1.800118e+01 1.703122e+01 1.652142e+01 1.617535e+01 1.594130e+01 -2.078008e+01
   62827 1.841846e+01 1.685543e+01 1.592966e+01 1.550618e+01 1.521034e+01 -2.138897e+01
   62832 2.019386e+01 1.850749e+01 1.753510e+01 1.708398e+01 1.677890e+01 -1.977225e+01
   62904 1.930380e+01 1.799894e+01 1.722224e+01 1.680730e+01 1.653424e+01 -2.050302e+01
   62906 1.902969e+01 1.774067e+01 1.695185e+01 1.652549e+01 1.624698e+01 -2.072732e+01
   62913 1.997034e+01 1.819617e+01 1.728378e+01 1.683997e+01 1.656644e+01 -2.005370e+01
   62957 1.950158e+01 1.787934e+01 1.698659e+01 1.660794e+01 1.632156e+01 -2.065078e+01
   62979 1.912597e+01 1.776247e+01 1.709264e+01 1.670630e+01 1.653985e+01 -2.041767e+01
   63008 1.937626e+01 1.795231e+01 1.722474e+01 1.680208e+01 1.664751e+01 -2.011033e+01
   63149 1.884312e+01 1.803703e+01 1.755217e+01 1.730844e+01 1.712543e+01 -2.015258e+01
   63153 1.975883e+01 1.799593e+01 1.697207e+01 1.652020e+01 1.621523e+01 -2.045032e+01
   63157 1.956419e+01 1.835049e+01 1.734458e+01 1.686839e+01 1.652495e+01 -2.007590e+01
   63158 1.844090e+01 1.680346e+01 1.595727e+01 1.557940e+01 1.531629e+01 -2.144214e+01
   63161 2.046246e+01 1.841385e+01 1.737843e+01 1.694342e+01 1.669320e+01 -2.012856e+01
   63174 1.913036e+01 1.806823e+01 1.757337e+01 1.726653e+01 1.714250e+01 -1.984730e+01
   63177 1.816774e+01 1.732382e+01 1.683126e+01 1.661498e+01 1.626825e+01 -2.059847e+01
   63180 1.908498e+01 1.744083e+01 1.697888e+01 1.674289e+01 1.690841e+01 -2.051965e+01
   63452 1.883952e+01 1.710527e+01 1.620512e+01 1.579332e+01 1.546483e+01 -2.112258e+01
   63453 1.899387e+01 1.820992e+01 1.757279e+01 1.731928e+01 1.680978e+01 -1.977831e+01
   63454 1.872870e+01 1.757819e+01 1.691276e+01 1.654093e+01 1.636247e+01 -2.039895e+01
   63461 1.837630e+01 1.729835e+01 1.671389e+01 1.636669e+01 1.616246e+01 -2.064050e+01
   63462 1.907874e+01 1.732118e+01 1.633511e+01 1.593902e+01 1.566514e+01 -2.101353e+01
   63464 1.900410e+01 1.651993e+01 1.572411e+01 1.533746e+01 1.507201e+01 -2.165471e+01
   63465 1.816434e+01 1.735136e+01 1.674451e+01 1.633865e+01 1.620394e+01 -2.076702e+01
   63466 1.936199e+01 1.792322e+01 1.737182e+01 1.712073e+01 1.683268e+01 -2.011959e+01
   63496 1.929449e+01 1.792592e+01 1.721686e+01 1.691124e+01 1.673822e+01 -2.022660e+01
   63504 2.056456e+01 1.845412e+01 1.753177e+01 1.712234e+01 1.674604e+01 -2.012033e+01
   63505 1.837898e+01 1.761176e+01 1.712633e+01 1.684462e+01 1.681682e+01 -2.022691e+01
   63507 1.889669e+01 1.771615e+01 1.690572e+01 1.650419e+01 1.630227e+01 -2.080907e+01
   63567 1.972083e+01 1.742101e+01 1.644590e+01 1.599675e+01 1.558321e+01 -2.129828e+01
   63568 1.826350e+01 1.744503e+01 1.688396e+01 1.650534e+01 1.642255e+01 -2.082749e+01
   63576 1.943205e+01 1.830201e+01 1.756023e+01 1.722476e+01 1.698650e+01 -2.013090e+01
   63577 1.831500e+01 1.750718e+01 1.675404e+01 1.634332e+01 1.610911e+01 -2.094119e+01
   63610 1.930063e+01 1.816223e+01 1.738088e+01 1.699960e+01 1.669710e+01 -2.017949e+01
   63693 2.008310e+01 1.854647e+01 1.765185e+01 1.726269e+01 1.695338e+01 -1.965949e+01
   63702 1.967824e+01 1.801532e+01 1.739512e+01 1.704445e+01 1.692734e+01 -2.005289e+01
   63705 1.910638e+01 1.801016e+01 1.734327e+01 1.697759e+01 1.668813e+01 -2.000823e+01
   63710 2.006951e+01 1.817846e+01 1.733335e+01 1.693447e+01 1.669851e+01 -2.004192e+01
   63717 1.991230e+01 1.766692e+01 1.667579e+01 1.620240e+01 1.582881e+01 -2.069114e+01
   63719 1.837104e+01 1.675453e+01 1.590513e+01 1.545180e+01 1.517206e+01 -2.145688e+01
   63720 2.033503e+01 1.855907e+01 1.761696e+01 1.718466e+01 1.681527e+01 -1.970107e+01
   63727 1.920480e+01 1.819236e+01 1.761618e+01 1.733761e+01 1.730478e+01 -1.977943e+01
   63729 1.864026e+01 1.737934e+01 1.672359e+01 1.638480e+01 1.606836e+01 -2.063649e+01
   63730 2.008834e+01 1.831769e+01 1.736362e+01 1.687445e+01 1.673570e+01 -2.003001e+01
   63735 2.004273e+01 1.823643e+01 1.729765e+01 1.688910e+01 1.659873e+01 -2.008438e+01
   63737 1.859044e+01 1.763808e+01 1.712545e+01 1.683675e+01 1.661112e+01 -2.036214e+01
   63740 1.865110e+01 1.797693e+01 1.752026e+01 1.719478e+01 1.687191e+01 -1.997075e+01
   63742 1.930577e+01 1.785889e+01 1.717604e+01 1.675849e+01 1.651657e+01 -2.024475e+01
   63752 1.957621e+01 1.831153e+01 1.745782e+01 1.703981e+01 1.670161e+01 -1.990900e+01
   63783 1.857846e+01 1.784711e+01 1.714862e+01 1.674228e+01 1.657553e+01 -2.061034e+01
   63802 1.980353e+01 1.834840e+01 1.764941e+01 1.724804e+01 1.693073e+01 -1.994694e+01
   63805 1.933169e+01 1.835353e+01 1.755364e+01 1.717880e+01 1.681990e+01 -2.004180e+01
   63809 1.950822e+01 1.788474e+01 1.690804e+01 1.650309e+01 1.617578e+01 -2.074126e+01
   63810 1.919961e+01 1.830185e+01 1.735845e+01 1.691984e+01 1.667225e+01 -2.027173e+01
   63813 1.950137e+01 1.800270e+01 1.723636e+01 1.684500e+01 1.654169e+01 -2.040208e+01
   63817 1.940036e+01 1.793957e+01 1.713028e+01 1.668810e+01 1.635917e+01 -2.028047e+01
   63829 1.911063e+01 1.747439e+01 1.661259e+01 1.620806e+01 1.590879e+01 -2.083289e+01
   63830 2.001683e+01 1.740417e+01 1.648876e+01 1.611567e+01 1.581251e+01 -2.094048e+01
   63831 1.818584e+01 1.684148e+01 1.612408e+01 1.574186e+01 1.550001e+01 -2.138997e+01
   63832 1.882313e+01 1.755603e+01 1.693330e+01 1.660419e+01 1.639735e+01 -2.073945e+01
   63834 2.130473e+01 1.848722e+01 1.759936e+01 1.714345e+01 1.686162e+01 -1.980173e+01
   63836 2.103090e+01 1.852760e+01 1.762731e+01 1.722327e+01 1.687481e+01 -1.982676e+01
   63837 1.988357e+01 1.835194e+01 1.754889e+01 1.716869e+01 1.683068e+01 -1.990270e+01
   63841 1.874435e+01 1.739365e+01 1.640071e+01 1.595494e+01 1.557472e+01 -2.117067e+01
   63844 1.898692e+01 1.776996e+01 1.735091e+01 1.713205e+01 1.668754e+01 -2.005788e+01
   63847 1.962192e+01 1.775791e+01 1.676645e+01 1.632586e+01 1.603663e+01 -2.077269e+01
